Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2013/11/27,QQQ,QQQ,S,CBOE,63495
2013/11/29,QQQ,QQQ,S,CBOE,37627
2013/12/02,QQQ,QQQ,S,CBOE,65929
2013/12/03,QQQ,QQQ,S,CBOE,46268
2013/12/04,QQQ,QQQ,S,CBOE,49457
2013/12/05,QQQ,QQQ,S,CBOE,49869
2013/12/06,QQQ,QQQ,S,CBOE,85358
2013/12/09,QQQ,QQQ,S,CBOE,48902
2013/12/10,QQQ,QQQ,S,CBOE,37168
2013/12/11,QQQ,QQQ,S,CBOE,77092
2013/12/12,QQQ,QQQ,S,CBOE,60192
2013/12/13,QQQ,QQQ,S,CBOE,77028
2013/12/16,QQQ,QQQ,S,CBOE,43206
2013/12/17,QQQ,QQQ,S,CBOE,46688
2013/12/18,QQQ,QQQ,S,CBOE,110320
2013/12/19,QQQ,QQQ,S,CBOE,56487
2013/12/20,QQQ,QQQ,S,CBOE,108296
2013/12/23,QQQ,QQQ,S,CBOE,51435
2013/12/24,QQQ,QQQ,S,CBOE,24830
2013/12/26,QQQ,QQQ,S,CBOE,25691
2013/12/27,QQQ,QQQ,S,CBOE,38944
2013/12/30,QQQ,QQQ,S,CBOE,65643
2013/12/31,QQQ,QQQ,S,CBOE,89795
2014/01/02,QQQ,QQQ,S,CBOE,47520
2014/01/03,QQQ,QQQ,S,CBOE,61753
2014/01/06,QQQ,QQQ,S,CBOE,41637
2014/01/07,QQQ,QQQ,S,CBOE,104042
2014/01/08,QQQ,QQQ,S,CBOE,81340
2014/01/09,QQQ,QQQ,S,CBOE,61168
2014/01/10,QQQ,QQQ,S,CBOE,67192
2014/01/13,QQQ,QQQ,S,CBOE,94330
2014/01/14,QQQ,QQQ,S,CBOE,97563
2014/01/15,QQQ,QQQ,S,CBOE,119343
2014/01/16,QQQ,QQQ,S,CBOE,148191
2014/01/17,QQQ,QQQ,S,CBOE,87983
2014/01/21,QQQ,QQQ,S,CBOE,50285
2014/01/22,QQQ,QQQ,S,CBOE,44467
2014/01/23,QQQ,QQQ,S,CBOE,76445
2014/01/24,QQQ,QQQ,S,CBOE,112465
2014/01/27,QQQ,QQQ,S,CBOE,139828
2014/01/28,QQQ,QQQ,S,CBOE,91832
2014/01/29,QQQ,QQQ,S,CBOE,86920
2014/01/30,QQQ,QQQ,S,CBOE,416805
2014/01/31,QQQ,QQQ,S,CBOE,174468
2014/02/03,QQQ,QQQ,S,CBOE,107479
2014/02/04,QQQ,QQQ,S,CBOE,156898
2014/02/05,QQQ,QQQ,S,CBOE,172594
2014/02/06,QQQ,QQQ,S,CBOE,84771
2014/02/07,QQQ,QQQ,S,CBOE,95880
2014/02/10,QQQ,QQQ,S,CBOE,72817
2014/02/11,QQQ,QQQ,S,CBOE,90054
2014/02/12,QQQ,QQQ,S,CBOE,84103
2014/02/13,QQQ,QQQ,S,CBOE,104738
2014/02/14,QQQ,QQQ,S,CBOE,120044
2014/02/18,QQQ,QQQ,S,CBOE,103704
2014/02/19,QQQ,QQQ,S,CBOE,82735
2014/02/20,QQQ,QQQ,S,CBOE,76570
2014/02/21,QQQ,QQQ,S,CBOE,106496
2014/02/24,QQQ,QQQ,S,CBOE,102105
2014/02/25,QQQ,QQQ,S,CBOE,97750
2014/02/26,QQQ,QQQ,S,CBOE,120729
2014/02/27,QQQ,QQQ,S,CBOE,79062
2014/02/28,QQQ,QQQ,S,CBOE,166004
2014/03/03,QQQ,QQQ,S,CBOE,70753
2014/03/04,QQQ,QQQ,S,CBOE,81425
2014/03/05,QQQ,QQQ,S,CBOE,66954
2014/03/06,QQQ,QQQ,S,CBOE,88969
2014/03/07,QQQ,QQQ,S,CBOE,108517
2014/03/10,QQQ,QQQ,S,CBOE,37947
2014/03/11,QQQ,QQQ,S,CBOE,70616
2014/03/12,QQQ,QQQ,S,CBOE,82384
2014/03/13,QQQ,QQQ,S,CBOE,111220
2014/03/14,QQQ,QQQ,S,CBOE,120456
2014/03/17,QQQ,QQQ,S,CBOE,49857
2014/03/18,QQQ,QQQ,S,CBOE,62108
2014/03/19,QQQ,QQQ,S,CBOE,90170
2014/03/20,QQQ,QQQ,S,CBOE,98705
2014/03/21,QQQ,QQQ,S,CBOE,156306
2014/03/24,QQQ,QQQ,S,CBOE,99117
2014/03/25,QQQ,QQQ,S,CBOE,56993
2014/03/26,QQQ,QQQ,S,CBOE,77950
2014/03/27,QQQ,QQQ,S,CBOE,115395
2014/03/28,QQQ,QQQ,S,CBOE,116158
2014/03/31,QQQ,QQQ,S,CBOE,77559
2014/04/01,QQQ,QQQ,S,CBOE,120741
2014/04/02,QQQ,QQQ,S,CBOE,64274
2014/04/03,QQQ,QQQ,S,CBOE,74256
2014/04/04,QQQ,QQQ,S,CBOE,260355
2014/04/07,QQQ,QQQ,S,CBOE,157706
2014/04/08,QQQ,QQQ,S,CBOE,132962
2014/04/09,QQQ,QQQ,S,CBOE,156196
2014/04/10,QQQ,QQQ,S,CBOE,246845
2014/04/11,QQQ,QQQ,S,CBOE,248402
2014/04/14,QQQ,QQQ,S,CBOE,93231
2014/04/15,QQQ,QQQ,S,CBOE,191495
2014/04/16,QQQ,QQQ,S,CBOE,136582
2014/04/17,QQQ,QQQ,S,CBOE,135576
2014/04/21,QQQ,QQQ,S,CBOE,98670
2014/04/22,QQQ,QQQ,S,CBOE,81124
2014/04/23,QQQ,QQQ,S,CBOE,122846
2014/04/24,QQQ,QQQ,S,CBOE,145328
2014/04/25,QQQ,QQQ,S,CBOE,185042
2014/04/28,QQQ,QQQ,S,CBOE,126754
2014/04/29,QQQ,QQQ,S,CBOE,89370
2014/04/30,QQQ,QQQ,S,CBOE,86318
2014/05/01,QQQ,QQQ,S,CBOE,91979
2014/05/02,QQQ,QQQ,S,CBOE,112252
2014/05/05,QQQ,QQQ,S,CBOE,70534
2014/05/06,QQQ,QQQ,S,CBOE,63628
2014/05/07,QQQ,QQQ,S,CBOE,139809
2014/05/08,QQQ,QQQ,S,CBOE,133145
2014/05/09,QQQ,QQQ,S,CBOE,133165
2014/05/12,QQQ,QQQ,S,CBOE,111677
2014/05/13,QQQ,QQQ,S,CBOE,102319
2014/05/14,QQQ,QQQ,S,CBOE,54182
2014/05/15,QQQ,QQQ,S,CBOE,124503
2014/05/16,QQQ,QQQ,S,CBOE,110136
2014/05/19,QQQ,QQQ,S,CBOE,72179
2014/05/20,QQQ,QQQ,S,CBOE,74804
2014/05/21,QQQ,QQQ,S,CBOE,79064
2014/05/22,QQQ,QQQ,S,CBOE,64357
2014/05/23,QQQ,QQQ,S,CBOE,62525
2014/05/27,QQQ,QQQ,S,CBOE,111972
2014/05/28,QQQ,QQQ,S,CBOE,71506
2014/05/29,QQQ,QQQ,S,CBOE,67340
2014/05/30,QQQ,QQQ,S,CBOE,80487
2014/06/02,QQQ,QQQ,S,CBOE,61048
2014/06/03,QQQ,QQQ,S,CBOE,45186
2014/06/04,QQQ,QQQ,S,CBOE,63559
2014/06/05,QQQ,QQQ,S,CBOE,67086
2014/06/06,QQQ,QQQ,S,CBOE,75828
2014/06/09,QQQ,QQQ,S,CBOE,61745
2014/06/10,QQQ,QQQ,S,CBOE,31588
2014/06/11,QQQ,QQQ,S,CBOE,57271
2014/06/12,QQQ,QQQ,S,CBOE,94403
2014/06/13,QQQ,QQQ,S,CBOE,58455
2014/06/16,QQQ,QQQ,S,CBOE,54642
2014/06/17,QQQ,QQQ,S,CBOE,39208
2014/06/18,QQQ,QQQ,S,CBOE,47720
2014/06/19,QQQ,QQQ,S,CBOE,67812
2014/06/20,QQQ,QQQ,S,CBOE,68756
2014/06/23,QQQ,QQQ,S,CBOE,88267
2014/06/24,QQQ,QQQ,S,CBOE,103258
2014/06/25,QQQ,QQQ,S,CBOE,52839
2014/06/26,QQQ,QQQ,S,CBOE,63332
2014/06/27,QQQ,QQQ,S,CBOE,52074
2014/06/30,QQQ,QQQ,S,CBOE,98253
2014/07/01,QQQ,QQQ,S,CBOE,95575
2014/07/02,QQQ,QQQ,S,CBOE,37349
2014/07/03,QQQ,QQQ,S,CBOE,49450
2014/07/07,QQQ,QQQ,S,CBOE,63561
2014/07/08,QQQ,QQQ,S,CBOE,155126
2014/07/09,QQQ,QQQ,S,CBOE,78347
2014/07/10,QQQ,QQQ,S,CBOE,109142
2014/07/11,QQQ,QQQ,S,CBOE,89631
2014/07/14,QQQ,QQQ,S,CBOE,80946
2014/07/15,QQQ,QQQ,S,CBOE,98337
2014/07/16,QQQ,QQQ,S,CBOE,47353
2014/07/17,QQQ,QQQ,S,CBOE,193627
2014/07/18,QQQ,QQQ,S,CBOE,166437
2014/07/21,QQQ,QQQ,S,CBOE,68553
2014/07/22,QQQ,QQQ,S,CBOE,57229
2014/07/23,QQQ,QQQ,S,CBOE,121275
2014/07/24,QQQ,QQQ,S,CBOE,65415
2014/07/25,QQQ,QQQ,S,CBOE,67629
2014/07/28,QQQ,QQQ,S,CBOE,64994
2014/07/29,QQQ,QQQ,S,CBOE,66116
2014/07/30,QQQ,QQQ,S,CBOE,64106
2014/07/31,QQQ,QQQ,S,CBOE,170128
2014/08/01,QQQ,QQQ,S,CBOE,119503
2014/08/04,QQQ,QQQ,S,CBOE,85113
2014/08/05,QQQ,QQQ,S,CBOE,98978
2014/08/06,QQQ,QQQ,S,CBOE,61947
2014/08/07,QQQ,QQQ,S,CBOE,80120
2014/08/08,QQQ,QQQ,S,CBOE,93185
2014/08/11,QQQ,QQQ,S,CBOE,67398
2014/08/12,QQQ,QQQ,S,CBOE,51615
2014/08/13,QQQ,QQQ,S,CBOE,92165
2014/08/14,QQQ,QQQ,S,CBOE,96515
2014/08/15,QQQ,QQQ,S,CBOE,145116
2014/08/18,QQQ,QQQ,S,CBOE,129399
2014/08/19,QQQ,QQQ,S,CBOE,71842
2014/08/20,QQQ,QQQ,S,CBOE,64762
2014/08/21,QQQ,QQQ,S,CBOE,49584
2014/08/22,QQQ,QQQ,S,CBOE,67782
2014/08/25,QQQ,QQQ,S,CBOE,76808
2014/08/26,QQQ,QQQ,S,CBOE,75687
2014/08/27,QQQ,QQQ,S,CBOE,73263
2014/08/28,QQQ,QQQ,S,CBOE,45336
2014/08/29,QQQ,QQQ,S,CBOE,80018
2014/09/02,QQQ,QQQ,S,CBOE,65623
2014/09/03,QQQ,QQQ,S,CBOE,102203
2014/09/04,QQQ,QQQ,S,CBOE,79464
2014/09/05,QQQ,QQQ,S,CBOE,71737
2014/09/08,QQQ,QQQ,S,CBOE,114285
2014/09/09,QQQ,QQQ,S,CBOE,139903
2014/09/10,QQQ,QQQ,S,CBOE,126423
2014/09/11,QQQ,QQQ,S,CBOE,120266
2014/09/12,QQQ,QQQ,S,CBOE,94013
2014/09/15,QQQ,QQQ,S,CBOE,134950
2014/09/16,QQQ,QQQ,S,CBOE,96752
2014/09/17,QQQ,QQQ,S,CBOE,96400
2014/09/18,QQQ,QQQ,S,CBOE,108777
2014/09/19,QQQ,QQQ,S,CBOE,124598
2014/09/22,QQQ,QQQ,S,CBOE,114466
2014/09/23,QQQ,QQQ,S,CBOE,75385
2014/09/24,QQQ,QQQ,S,CBOE,112710
2014/09/25,QQQ,QQQ,S,CBOE,150392
2014/09/26,QQQ,QQQ,S,CBOE,106738
2014/09/29,QQQ,QQQ,S,CBOE,81792
2014/09/30,QQQ,QQQ,S,CBOE,103611
2014/10/01,QQQ,QQQ,S,CBOE,132083
2014/10/02,QQQ,QQQ,S,CBOE,165203
2014/10/03,QQQ,QQQ,S,CBOE,118983
2014/10/06,QQQ,QQQ,S,CBOE,107058
2014/10/07,QQQ,QQQ,S,CBOE,110372
2014/10/08,QQQ,QQQ,S,CBOE,169984
2014/10/09,QQQ,QQQ,S,CBOE,256822
2014/10/10,QQQ,QQQ,S,CBOE,343353
2014/10/13,QQQ,QQQ,S,CBOE,155192
2014/10/14,QQQ,QQQ,S,CBOE,152027
2014/10/15,QQQ,QQQ,S,CBOE,255474
2014/10/16,QQQ,QQQ,S,CBOE,188272
2014/10/17,QQQ,QQQ,S,CBOE,184029
2014/10/20,QQQ,QQQ,S,CBOE,90627
2014/10/21,QQQ,QQQ,S,CBOE,283316
2014/10/22,QQQ,QQQ,S,CBOE,141053
2014/10/23,QQQ,QQQ,S,CBOE,160582
2014/10/24,QQQ,QQQ,S,CBOE,100782
2014/10/27,QQQ,QQQ,S,CBOE,78575
2014/10/28,QQQ,QQQ,S,CBOE,110749
2014/10/29,QQQ,QQQ,S,CBOE,101313
2014/10/30,QQQ,QQQ,S,CBOE,74414
2014/10/31,QQQ,QQQ,S,CBOE,137484
2014/11/03,QQQ,QQQ,S,CBOE,72383
2014/11/04,QQQ,QQQ,S,CBOE,73825
2014/11/05,QQQ,QQQ,S,CBOE,54326
2014/11/06,QQQ,QQQ,S,CBOE,89482
2014/11/07,QQQ,QQQ,S,CBOE,68240
2014/11/10,QQQ,QQQ,S,CBOE,64766
2014/11/11,QQQ,QQQ,S,CBOE,55260
2014/11/12,QQQ,QQQ,S,CBOE,69507
2014/11/13,QQQ,QQQ,S,CBOE,80611
2014/11/14,QQQ,QQQ,S,CBOE,103727
2014/11/17,QQQ,QQQ,S,CBOE,69447
2014/11/18,QQQ,QQQ,S,CBOE,76833
2014/11/19,QQQ,QQQ,S,CBOE,50960
2014/11/20,QQQ,QQQ,S,CBOE,83239
2014/11/21,QQQ,QQQ,S,CBOE,132576
2014/11/24,QQQ,QQQ,S,CBOE,64153
2014/11/25,QQQ,QQQ,S,CBOE,57108
2014/11/26,QQQ,QQQ,S,CBOE,48909
2014/11/28,QQQ,QQQ,S,CBOE,54282
2014/12/01,QQQ,QQQ,S,CBOE,101640
2014/12/02,QQQ,QQQ,S,CBOE,60262
2014/12/03,QQQ,QQQ,S,CBOE,39326
2014/12/04,QQQ,QQQ,S,CBOE,72538
2014/12/05,QQQ,QQQ,S,CBOE,76397
2014/12/08,QQQ,QQQ,S,CBOE,117476
2014/12/09,QQQ,QQQ,S,CBOE,94955
2014/12/10,QQQ,QQQ,S,CBOE,123678
2014/12/11,QQQ,QQQ,S,CBOE,131784
2014/12/12,QQQ,QQQ,S,CBOE,143057
2014/12/15,QQQ,QQQ,S,CBOE,108722
2014/12/16,QQQ,QQQ,S,CBOE,152206
2014/12/17,QQQ,QQQ,S,CBOE,141292
2014/12/18,QQQ,QQQ,S,CBOE,155666
2014/12/19,QQQ,QQQ,S,CBOE,92495
2014/12/22,QQQ,QQQ,S,CBOE,69513
2014/12/23,QQQ,QQQ,S,CBOE,74302
2014/12/24,QQQ,QQQ,S,CBOE,28130
2014/12/26,QQQ,QQQ,S,CBOE,51545
2014/12/29,QQQ,QQQ,S,CBOE,46427
2014/12/30,QQQ,QQQ,S,CBOE,38821
2014/12/31,QQQ,QQQ,S,CBOE,94622
2015/01/02,QQQ,QQQ,S,CBOE,113857
2015/01/05,QQQ,QQQ,S,CBOE,86797
2015/01/06,QQQ,QQQ,S,CBOE,108145
2015/01/07,QQQ,QQQ,S,CBOE,84151
2015/01/08,QQQ,QQQ,S,CBOE,116816
2015/01/09,QQQ,QQQ,S,CBOE,150412
2015/01/12,QQQ,QQQ,S,CBOE,100737
2015/01/13,QQQ,QQQ,S,CBOE,176356
2015/01/14,QQQ,QQQ,S,CBOE,125059
2015/01/15,QQQ,QQQ,S,CBOE,234792
2015/01/16,QQQ,QQQ,S,CBOE,137302
2015/01/20,QQQ,QQQ,S,CBOE,73668
2015/01/21,QQQ,QQQ,S,CBOE,62144
2015/01/22,QQQ,QQQ,S,CBOE,112134
2015/01/23,QQQ,QQQ,S,CBOE,85454
2015/01/26,QQQ,QQQ,S,CBOE,63818
2015/01/27,QQQ,QQQ,S,CBOE,134335
2015/01/28,QQQ,QQQ,S,CBOE,136295
2015/01/29,QQQ,QQQ,S,CBOE,104297
2015/01/30,QQQ,QQQ,S,CBOE,106250
2015/02/02,QQQ,QQQ,S,CBOE,112206
2015/02/03,QQQ,QQQ,S,CBOE,79795
2015/02/04,QQQ,QQQ,S,CBOE,81516
2015/02/05,QQQ,QQQ,S,CBOE,66414
2015/02/06,QQQ,QQQ,S,CBOE,73252
2015/02/09,QQQ,QQQ,S,CBOE,55365
2015/02/10,QQQ,QQQ,S,CBOE,74496
2015/02/11,QQQ,QQQ,S,CBOE,63034
2015/02/12,QQQ,QQQ,S,CBOE,89311
2015/02/13,QQQ,QQQ,S,CBOE,117128
2015/02/17,QQQ,QQQ,S,CBOE,60159
2015/02/18,QQQ,QQQ,S,CBOE,50137
2015/02/19,QQQ,QQQ,S,CBOE,71870
2015/02/20,QQQ,QQQ,S,CBOE,97967
2015/02/23,QQQ,QQQ,S,CBOE,52058
2015/02/24,QQQ,QQQ,S,CBOE,85426
2015/02/25,QQQ,QQQ,S,CBOE,78124
2015/02/26,QQQ,QQQ,S,CBOE,68607
2015/02/27,QQQ,QQQ,S,CBOE,91731
2015/03/02,QQQ,QQQ,S,CBOE,54724
2015/03/03,QQQ,QQQ,S,CBOE,67748
2015/03/04,QQQ,QQQ,S,CBOE,73826
2015/03/05,QQQ,QQQ,S,CBOE,59327
2015/03/06,QQQ,QQQ,S,CBOE,160312
2015/03/09,QQQ,QQQ,S,CBOE,99449
2015/03/10,QQQ,QQQ,S,CBOE,105200
2015/03/11,QQQ,QQQ,S,CBOE,75539
2015/03/12,QQQ,QQQ,S,CBOE,64209
2015/03/13,QQQ,QQQ,S,CBOE,111826
2015/03/16,QQQ,QQQ,S,CBOE,83748
2015/03/17,QQQ,QQQ,S,CBOE,52573
2015/03/18,QQQ,QQQ,S,CBOE,115289
2015/03/19,QQQ,QQQ,S,CBOE,73526
2015/03/20,QQQ,QQQ,S,CBOE,63522
2015/03/23,QQQ,QQQ,S,CBOE,61667
2015/03/24,QQQ,QQQ,S,CBOE,31979
2015/03/25,QQQ,QQQ,S,CBOE,151481
2015/03/26,QQQ,QQQ,S,CBOE,116810
2015/03/27,QQQ,QQQ,S,CBOE,81695
2015/03/30,QQQ,QQQ,S,CBOE,48226
2015/03/31,QQQ,QQQ,S,CBOE,84069
2015/04/01,QQQ,QQQ,S,CBOE,77207
2015/04/02,QQQ,QQQ,S,CBOE,65396
2015/04/06,QQQ,QQQ,S,CBOE,63348
2015/04/07,QQQ,QQQ,S,CBOE,44190
2015/04/08,QQQ,QQQ,S,CBOE,51542
2015/04/09,QQQ,QQQ,S,CBOE,66365
2015/04/10,QQQ,QQQ,S,CBOE,67765
2015/04/13,QQQ,QQQ,S,CBOE,79283
2015/04/14,QQQ,QQQ,S,CBOE,65376
2015/04/15,QQQ,QQQ,S,CBOE,55951
2015/04/16,QQQ,QQQ,S,CBOE,73011
2015/04/17,QQQ,QQQ,S,CBOE,128571
2015/04/20,QQQ,QQQ,S,CBOE,94252
2015/04/21,QQQ,QQQ,S,CBOE,52179
2015/04/22,QQQ,QQQ,S,CBOE,42129
2015/04/23,QQQ,QQQ,S,CBOE,88535
2015/04/24,QQQ,QQQ,S,CBOE,124114
2015/04/27,QQQ,QQQ,S,CBOE,80060
2015/04/28,QQQ,QQQ,S,CBOE,85392
2015/04/29,QQQ,QQQ,S,CBOE,76082
2015/04/30,QQQ,QQQ,S,CBOE,131158
2015/05/01,QQQ,QQQ,S,CBOE,93198
2015/05/04,QQQ,QQQ,S,CBOE,43897
2015/05/05,QQQ,QQQ,S,CBOE,126553
2015/05/06,QQQ,QQQ,S,CBOE,110418
2015/05/07,QQQ,QQQ,S,CBOE,74654
2015/05/08,QQQ,QQQ,S,CBOE,97475
2015/05/11,QQQ,QQQ,S,CBOE,49233
2015/05/12,QQQ,QQQ,S,CBOE,86014
2015/05/13,QQQ,QQQ,S,CBOE,66462
2015/05/14,QQQ,QQQ,S,CBOE,72884
2015/05/15,QQQ,QQQ,S,CBOE,47978
2015/05/18,QQQ,QQQ,S,CBOE,35505
2015/05/19,QQQ,QQQ,S,CBOE,113072
2015/05/20,QQQ,QQQ,S,CBOE,44737
2015/05/21,QQQ,QQQ,S,CBOE,52560
2015/05/22,QQQ,QQQ,S,CBOE,71597
2015/05/26,QQQ,QQQ,S,CBOE,73759
2015/05/27,QQQ,QQQ,S,CBOE,69381
2015/05/28,QQQ,QQQ,S,CBOE,58688
2015/05/29,QQQ,QQQ,S,CBOE,85910
2015/06/01,QQQ,QQQ,S,CBOE,61082
2015/06/02,QQQ,QQQ,S,CBOE,54361
2015/06/03,QQQ,QQQ,S,CBOE,72908
2015/06/04,QQQ,QQQ,S,CBOE,99338
2015/06/05,QQQ,QQQ,S,CBOE,82520
2015/06/08,QQQ,QQQ,S,CBOE,78702
2015/06/09,QQQ,QQQ,S,CBOE,129587
2015/06/10,QQQ,QQQ,S,CBOE,85206
2015/06/11,QQQ,QQQ,S,CBOE,168038
2015/06/12,QQQ,QQQ,S,CBOE,93623
2015/06/15,QQQ,QQQ,S,CBOE,78910
2015/06/16,QQQ,QQQ,S,CBOE,51141
2015/06/17,QQQ,QQQ,S,CBOE,76298
2015/06/18,QQQ,QQQ,S,CBOE,124650
2015/06/19,QQQ,QQQ,S,CBOE,92745
2015/06/22,QQQ,QQQ,S,CBOE,54127
2015/06/23,QQQ,QQQ,S,CBOE,37767
2015/06/24,QQQ,QQQ,S,CBOE,50519
2015/06/25,QQQ,QQQ,S,CBOE,62131
2015/06/26,QQQ,QQQ,S,CBOE,92648
2015/06/29,QQQ,QQQ,S,CBOE,126313
2015/06/30,QQQ,QQQ,S,CBOE,92954
2015/07/01,QQQ,QQQ,S,CBOE,64719
2015/07/02,QQQ,QQQ,S,CBOE,76559
2015/07/06,QQQ,QQQ,S,CBOE,45680
2015/07/07,QQQ,QQQ,S,CBOE,81400
2015/07/08,QQQ,QQQ,S,CBOE,68622
2015/07/09,QQQ,QQQ,S,CBOE,71439
2015/07/10,QQQ,QQQ,S,CBOE,76781
2015/07/13,QQQ,QQQ,S,CBOE,74387
2015/07/14,QQQ,QQQ,S,CBOE,56977
2015/07/15,QQQ,QQQ,S,CBOE,49862
2015/07/16,QQQ,QQQ,S,CBOE,61179
2015/07/17,QQQ,QQQ,S,CBOE,98879
2015/07/20,QQQ,QQQ,S,CBOE,88692
2015/07/21,QQQ,QQQ,S,CBOE,81906
2015/07/22,QQQ,QQQ,S,CBOE,69671
2015/07/23,QQQ,QQQ,S,CBOE,52087
2015/07/24,QQQ,QQQ,S,CBOE,138874
2015/07/27,QQQ,QQQ,S,CBOE,71456
2015/07/28,QQQ,QQQ,S,CBOE,58404
2015/07/29,QQQ,QQQ,S,CBOE,74906
2015/07/30,QQQ,QQQ,S,CBOE,73308
2015/07/31,QQQ,QQQ,S,CBOE,71729
2015/08/03,QQQ,QQQ,S,CBOE,55330
2015/08/04,QQQ,QQQ,S,CBOE,83568
2015/08/05,QQQ,QQQ,S,CBOE,60702
2015/08/06,QQQ,QQQ,S,CBOE,169020
2015/08/07,QQQ,QQQ,S,CBOE,87018
2015/08/10,QQQ,QQQ,S,CBOE,49820
2015/08/11,QQQ,QQQ,S,CBOE,74976
2015/08/12,QQQ,QQQ,S,CBOE,148278
2015/08/13,QQQ,QQQ,S,CBOE,70740
2015/08/14,QQQ,QQQ,S,CBOE,70605
2015/08/17,QQQ,QQQ,S,CBOE,55077
2015/08/18,QQQ,QQQ,S,CBOE,41095
2015/08/19,QQQ,QQQ,S,CBOE,83463
2015/08/20,QQQ,QQQ,S,CBOE,122929
2015/08/21,QQQ,QQQ,S,CBOE,183992
2015/08/24,QQQ,QQQ,S,CBOE,183696
2015/08/25,QQQ,QQQ,S,CBOE,110692
2015/08/26,QQQ,QQQ,S,CBOE,229405
2015/08/27,QQQ,QQQ,S,CBOE,125941
2015/08/28,QQQ,QQQ,S,CBOE,103200
2015/08/31,QQQ,QQQ,S,CBOE,48768
2015/09/01,QQQ,QQQ,S,CBOE,137694
2015/09/02,QQQ,QQQ,S,CBOE,109201
2015/09/03,QQQ,QQQ,S,CBOE,130279
2015/09/04,QQQ,QQQ,S,CBOE,82497
2015/09/08,QQQ,QQQ,S,CBOE,94798
2015/09/09,QQQ,QQQ,S,CBOE,96876
2015/09/10,QQQ,QQQ,S,CBOE,86020
2015/09/11,QQQ,QQQ,S,CBOE,96491
2015/09/14,QQQ,QQQ,S,CBOE,35409
2015/09/15,QQQ,QQQ,S,CBOE,52250
2015/09/16,QQQ,QQQ,S,CBOE,108853
2015/09/17,QQQ,QQQ,S,CBOE,124443
2015/09/18,QQQ,QQQ,S,CBOE,98914
2015/09/21,QQQ,QQQ,S,CBOE,45697
2015/09/22,QQQ,QQQ,S,CBOE,83329
2015/09/23,QQQ,QQQ,S,CBOE,47230
2015/09/24,QQQ,QQQ,S,CBOE,115526
2015/09/25,QQQ,QQQ,S,CBOE,95323
2015/09/28,QQQ,QQQ,S,CBOE,115252
2015/09/29,QQQ,QQQ,S,CBOE,114120
2015/09/30,QQQ,QQQ,S,CBOE,84408
2015/10/01,QQQ,QQQ,S,CBOE,60802
2015/10/02,QQQ,QQQ,S,CBOE,127524
2015/10/05,QQQ,QQQ,S,CBOE,73502
2015/10/06,QQQ,QQQ,S,CBOE,70957
2015/10/07,QQQ,QQQ,S,CBOE,54688
2015/10/08,QQQ,QQQ,S,CBOE,128695
2015/10/09,QQQ,QQQ,S,CBOE,67065
2015/10/12,QQQ,QQQ,S,CBOE,22983
2015/10/13,QQQ,QQQ,S,CBOE,46608
2015/10/14,QQQ,QQQ,S,CBOE,74764
2015/10/15,QQQ,QQQ,S,CBOE,54457
2015/10/16,QQQ,QQQ,S,CBOE,81386
2015/10/19,QQQ,QQQ,S,CBOE,39947
2015/10/20,QQQ,QQQ,S,CBOE,43505
2015/10/21,QQQ,QQQ,S,CBOE,58361
2015/10/22,QQQ,QQQ,S,CBOE,75234
2015/10/23,QQQ,QQQ,S,CBOE,127638
2015/10/26,QQQ,QQQ,S,CBOE,34750
2015/10/27,QQQ,QQQ,S,CBOE,48393
2015/10/28,QQQ,QQQ,S,CBOE,76836
2015/10/29,QQQ,QQQ,S,CBOE,56455
2015/10/30,QQQ,QQQ,S,CBOE,49869
2015/11/02,QQQ,QQQ,S,CBOE,50515
2015/11/03,QQQ,QQQ,S,CBOE,47083
2015/11/04,QQQ,QQQ,S,CBOE,48527
2015/11/05,QQQ,QQQ,S,CBOE,48147
2015/11/06,QQQ,QQQ,S,CBOE,68257
2015/11/09,QQQ,QQQ,S,CBOE,53871
2015/11/10,QQQ,QQQ,S,CBOE,47704
2015/11/11,QQQ,QQQ,S,CBOE,38832
2015/11/12,QQQ,QQQ,S,CBOE,50935
2015/11/13,QQQ,QQQ,S,CBOE,146374
2015/11/16,QQQ,QQQ,S,CBOE,49465
2015/11/17,QQQ,QQQ,S,CBOE,99859
2015/11/18,QQQ,QQQ,S,CBOE,53235
2015/11/19,QQQ,QQQ,S,CBOE,45171
2015/11/20,QQQ,QQQ,S,CBOE,64751
2015/11/23,QQQ,QQQ,S,CBOE,44460
2015/11/24,QQQ,QQQ,S,CBOE,36580
2015/11/25,QQQ,QQQ,S,CBOE,18287
2015/11/27,QQQ,QQQ,S,CBOE,15418
2015/11/30,QQQ,QQQ,S,CBOE,24149
2015/12/01,QQQ,QQQ,S,CBOE,28827
2015/12/02,QQQ,QQQ,S,CBOE,71609
2015/12/03,QQQ,QQQ,S,CBOE,83731
2015/12/04,QQQ,QQQ,S,CBOE,84431
2015/12/07,QQQ,QQQ,S,CBOE,30969
2015/12/08,QQQ,QQQ,S,CBOE,61791
2015/12/09,QQQ,QQQ,S,CBOE,80763
2015/12/10,QQQ,QQQ,S,CBOE,48661
2015/12/11,QQQ,QQQ,S,CBOE,138669
2015/12/14,QQQ,QQQ,S,CBOE,102531
2015/12/15,QQQ,QQQ,S,CBOE,44950
2015/12/16,QQQ,QQQ,S,CBOE,53325
